Feature: phone, Score: 300.00000000130285, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: enlarging, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: enormously, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: enter, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: entered, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: entering, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: enterprise, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: entree, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: entrepreneurs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: environment, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: eppler, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: epson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: equal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: equatorial, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: equivalent, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ericsson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: escape, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: esprit, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: estee, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: estridge, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: etonic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: europa, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: european, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: europeans, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: evaluate, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: evening, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: everyone, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: evident, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: evolved, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: exact, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: exactly, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: excavation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: exceeding, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: excellent, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: exception, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: excess, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: exchanges, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: excuse, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: exert, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: expedite, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: expense, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: experiencing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: experimental, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: expired, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: explaining, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: explanation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: explicit, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: exploration, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: explosive, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: express, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: extended, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: extending, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: extract, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: eye, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: eyewear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ezoe, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fab, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: faced, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: faces, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: facilitating, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: facsimile, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: faction, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: factories, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: factory, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: faculty, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fair, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fairfax, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: families, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: family, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: famous, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fancy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fanfare, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fashionability, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fast, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fat, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fault, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: favorable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: favorite, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: favors, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fcb, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: feb, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: federally, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: federation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: feedback, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: feeds, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: feel, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: feet, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fellow, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fema, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fender, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ferri, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fetch, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fiber, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fibers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fighting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: figures, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: filing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: film, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: finally, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: finance, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: financed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: financial, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: financially, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: financing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: find, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: finding, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fine, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: finished, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: firestorm, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fitting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fixture, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: flagship, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: flashing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: flatly, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: flexible, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: flight, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: flooding, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: floor, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: florida, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: flow, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: flunked, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: focused, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: foil, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: folded, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: foley, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: followed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: football, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: foote, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: forenza, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: form, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: forming, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: forms, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fort, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fought, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: frain, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: framingham, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fred, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: freedman, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: freely, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: freezing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: frequently, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: fresno, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: friday, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: friend, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: front, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: frontal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: froze, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: frustrated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: fuqua, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: furiously, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: furnishings, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: furred, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: furtheir, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: future, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gaf, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gains, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: galant, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gambling, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gamboni, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: garbled, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: garner, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gartner, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gather, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gearing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gender, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: generally, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: generation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: generations, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: generic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: genes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: geographical, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: geran, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: german, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: giants, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gibbons, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gifford, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gift, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gifts, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: girozentrale, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: giving, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: glaser, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: glasses, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gleason, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: glenview, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: glitches, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: glue, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: goal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: goddamned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: godiva, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: goodman, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gossip, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gotta, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gourmet, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: grabbed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gradually, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: granny, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: granted, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: granting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: green, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: griscom, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gross, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: grotesque, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: groupe, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: groups, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: grow, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: gte, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: guerin, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: guides, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: gunfire, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: haagen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hailed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hand, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: handles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: handsets, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: handsome, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: happens, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: happy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hardscrabble, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: harley, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: harrisburg, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hart, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hartmarx, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: harvard, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: haste, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hats, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: headquarters, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: healthy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: heart, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: heating, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hefty, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: helicopters, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: herbert, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: heredity, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hesitant, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hewlett, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hill, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hinder, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hired, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hires, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hiring, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: historically, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hitachi, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hoesch, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hoglund, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: holders, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: holdings, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hollywood, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: holographic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: homicide, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: honor, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hoofs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hooked, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hope, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hopes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: horoscopes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: horse, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hospital, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hospitality, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: host, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hotline, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: houston, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hui, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: human, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: humboldt, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: humiliation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hung, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: hunt, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: hurt, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ida, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: identified, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: identifying, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: identity, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: idle, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ids, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ill, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: illustrated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: images, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: imagine, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: imitation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: immediate, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: immediately, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: imperial, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: importing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: imposed, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: impression, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: improved, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: inadequate, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
